clk,date,gender,age_level,shopping_level,occupation,new_user_class_level,price
0,2017-05-12,1,3,2,1,2,269
0,2017-05-09,1,1,2,0,2,269
1,2017-05-13,1,2,2,0,2,269
0,2017-05-11,1,5,2,0,2,269
0,2017-05-07,2,3,2,0,2,269
0,2017-05-13,1,1,2,0,2,269
0,2017-05-13,1,3,2,0,2,269
0,2017-05-12,1,1,2,0,2,269
0,2017-05-09,1,5,2,0,2,336
0,2017-05-06,1,1,2,0,2,536
0,2017-05-12,1,4,2,0,2,240
0,2017-05-11,2,5,2,0,2,168
0,2017-05-07,2,2,2,0,2,177
0,2017-05-11,1,4,2,0,2,636
0,2017-05-06,1,6,2,0,2,32
0,2017-05-07,2,5,2,0,2,156
0,2017-05-08,1,5,2,0,2,98
0,2017-05-13,2,5,2,0,2,69
0,2017-05-09,1,3,2,0,2,210
0,2017-05-09,1,4,2,0,2,298
0,2017-05-13,1,2,2,0,2,298
0,2017-05-10,1,2,2,0,2,298
0,2017-05-07,1,2,2,0,2,298
0,2017-05-12,1,4,2,0,2,418
0,2017-05-08,2,5,2,0,2,92.7
0,2017-05-09,1,4,2,0,2,107
0,2017-05-08,1,2,2,0,2,298
0,2017-05-11,1,3,2,0,2,69
0,2017-05-11,1,3,2,0,2,69
0,2017-05-12,1,3,2,0,2,258
0,2017-05-10,2,6,2,0,2,258
0,2017-05-12,2,5,2,0,2,258
0,2017-05-06,2,5,2,0,2,258
0,2017-05-07,2,1,2,0,2,118
0,2017-05-10,2,1,2,0,2,118
0,2017-05-12,2,1,2,0,2,118
0,2017-05-09,2,1,2,0,2,118
0,2017-05-12,2,2,2,0,2,118
0,2017-05-13,2,2,2,0,2,118
0,2017-05-09,2,3,2,0,2,118
0,2017-05-11,2,2,2,0,2,118
0,2017-05-08,1,2,2,0,2,699
1,2017-05-11,2,2,2,0,2,120
0,2017-05-07,1,3,2,0,2,96
0,2017-05-08,1,5,2,0,2,258
0,2017-05-10,1,5,2,0,2,258
0,2017-05-11,1,5,2,0,2,64
0,2017-05-13,2,3,2,0,2,100
0,2017-05-10,2,2,2,0,2,56
0,2017-05-12,1,4,2,0,2,28
0,2017-05-09,1,3,2,0,2,28
0,2017-05-08,1,4,2,0,2,356
0,2017-05-07,1,1,2,0,2,356
0,2017-05-10,1,3,2,0,2,192
0,2017-05-12,1,5,2,0,2,140
0,2017-05-08,2,5,2,0,2,140
0,2017-05-13,1,5,2,0,2,35
0,2017-05-11,1,4,2,0,2,58
0,2017-05-11,1,4,2,0,2,58
1,2017-05-12,1,4,2,0,2,58
0,2017-05-08,1,4,2,0,2,58
0,2017-05-08,1,5,2,0,2,58
0,2017-05-08,1,5,2,0,2,58
0,2017-05-09,1,5,2,0,2,58
0,2017-05-07,2,3,2,0,2,32
1,2017-05-08,1,2,2,0,2,98
0,2017-05-07,1,3,2,0,2,98
0,2017-05-08,2,4,2,0,2,256
0,2017-05-07,1,2,2,0,2,369
0,2017-05-10,2,6,2,0,2,1260
0,2017-05-10,1,2,2,1,2,399
0,2017-05-12,1,4,2,0,2,28.6
0,2017-05-11,2,1,2,0,2,33
0,2017-05-12,1,4,2,0,2,36
0,2017-05-09,1,4,2,0,2,36
0,2017-05-13,1,2,2,0,2,36
0,2017-05-10,2,3,2,0,2,36
0,2017-05-07,1,4,2,0,2,36
0,2017-05-13,1,4,2,0,2,36
0,2017-05-11,1,2,2,0,2,88
0,2017-05-09,2,6,2,0,2,238
0,2017-05-08,2,4,2,0,2,48
0,2017-05-10,2,1,2,0,2,48
0,2017-05-11,1,3,2,0,2,416
0,2017-05-10,2,4,2,0,2,169
0,2017-05-09,1,5,2,0,2,120
0,2017-05-09,1,4,2,0,2,120
0,2017-05-12,1,4,2,0,2,52
0,2017-05-11,2,6,2,0,2,45
0,2017-05-07,2,6,2,0,2,45
0,2017-05-05,1,2,2,0,2,453
0,2017-05-10,1,5,2,0,2,165
0,2017-05-13,1,4,2,0,2,199
0,2017-05-13,1,3,2,0,2,199
0,2017-05-09,1,4,2,0,2,199
0,2017-05-07,1,3,2,0,2,99
0,2017-05-08,2,4,2,0,2,258
0,2017-05-08,1,4,2,0,2,110
0,2017-05-06,1,3,2,0,2,298
1,2017-05-13,2,3,2,0,2,33.8
0,2017-05-12,1,5,2,0,2,33.8
0,2017-05-06,1,5,2,0,2,33.8
0,2017-05-10,1,5,2,0,2,33.8
0,2017-05-13,1,5,2,0,2,33.8
0,2017-05-07,1,3,2,0,2,198
0,2017-05-11,2,5,2,0,2,98
0,2017-05-10,1,5,2,0,2,89
0,2017-05-10,2,4,2,0,2,24
0,2017-05-09,1,2,2,0,2,258
0,2017-05-11,1,5,2,0,2,396
1,2017-05-09,1,3,2,0,2,336
0,2017-05-12,2,3,2,0,2,865
0,2017-05-09,2,5,2,0,2,320
0,2017-05-07,1,4,2,0,2,35
0,2017-05-09,1,4,2,0,2,270
0,2017-05-07,1,4,2,0,2,850
0,2017-05-12,1,4,2,0,2,850
0,2017-05-06,1,1,2,0,2,250
0,2017-05-06,1,3,2,0,2,142
0,2017-05-07,1,3,2,0,2,142
0,2017-05-05,2,4,2,0,2,498
0,2017-05-07,1,3,2,0,2,758
0,2017-05-11,1,2,2,0,2,138.8
0,2017-05-11,2,4,2,0,2,172
0,2017-05-12,2,3,2,0,2,160
0,2017-05-06,1,5,2,0,2,19.9
0,2017-05-13,1,5,2,0,2,141
0,2017-05-11,2,3,2,0,2,38
0,2017-05-10,1,3,2,0,2,258
0,2017-05-09,1,3,2,0,2,258
1,2017-05-08,2,4,2,0,2,29.76
0,2017-05-08,2,5,2,0,2,290
0,2017-05-13,1,3,2,0,2,128
0,2017-05-07,1,3,2,0,2,299
0,2017-05-07,2,5,2,0,2,299
0,2017-05-13,1,3,2,0,2,59
0,2017-05-09,2,4,2,0,2,100
0,2017-05-06,1,3,2,0,2,100
0,2017-05-07,1,3,2,0,2,100
0,2017-05-06,1,3,2,0,2,100
0,2017-05-13,2,6,2,0,2,28
0,2017-05-09,2,5,2,0,2,598
0,2017-05-13,1,1,2,0,2,298
0,2017-05-11,1,2,2,0,2,298
0,2017-05-11,1,1,2,0,2,298
0,2017-05-06,1,4,2,0,2,100
0,2017-05-10,1,5,2,0,2,100
0,2017-05-11,2,3,2,0,2,268
1,2017-05-11,2,4,2,0,2,268
0,2017-05-13,2,4,2,0,2,268
0,2017-05-08,1,3,2,0,2,268
0,2017-05-06,2,3,2,0,2,268
0,2017-05-06,2,5,2,0,2,268
0,2017-05-09,2,2,2,0,2,268
0,2017-05-10,2,5,2,0,2,268
0,2017-05-11,2,3,2,0,2,268
0,2017-05-08,2,5,2,0,2,232
0,2017-05-10,2,5,2,0,2,232
0,2017-05-09,2,5,2,0,2,232
0,2017-05-07,1,4,2,0,2,108
0,2017-05-06,1,5,2,0,2,108
0,2017-05-08,1,4,2,0,2,108
0,2017-05-10,1,2,2,0,2,108
0,2017-05-07,1,4,2,0,2,55.54
0,2017-05-06,2,1,2,0,2,36.25
0,2017-05-08,2,5,2,0,2,256
0,2017-05-13,2,3,2,0,2,256
0,2017-05-09,1,4,2,0,2,599
0,2017-05-06,1,5,2,0,2,160
0,2017-05-07,1,4,2,0,2,31.8
0,2017-05-10,1,2,2,0,2,31.8
0,2017-05-09,1,2,2,0,2,31.8
0,2017-05-13,1,2,2,0,2,31.8
0,2017-05-06,2,4,2,0,2,256
0,2017-05-11,2,4,2,0,2,256
0,2017-05-11,2,3,2,0,2,1156
0,2017-05-08,2,4,2,0,2,598
0,2017-05-08,1,5,2,0,2,239
0,2017-05-10,1,5,2,0,2,239
0,2017-05-12,1,5,2,0,2,239
0,2017-05-12,1,5,2,0,2,498
0,2017-05-13,2,3,2,0,2,140
0,2017-05-07,1,4,2,0,2,79
0,2017-05-07,1,4,2,0,2,98
0,2017-05-09,1,4,2,0,2,98
0,2017-05-07,1,3,2,0,2,98
0,2017-05-09,1,3,2,0,2,58
0,2017-05-13,1,3,2,0,2,920
0,2017-05-13,1,3,2,0,2,399
1,2017-05-13,1,1,2,0,2,330
0,2017-05-11,1,2,2,0,2,73.75
0,2017-05-07,2,5,2,0,2,68
0,2017-05-10,1,2,2,0,2,699
0,2017-05-06,1,4,2,0,2,699
0,2017-05-13,1,3,2,0,2,699
0,2017-05-08,1,1,2,0,2,699
0,2017-05-13,1,3,2,0,2,680
0,2017-05-10,2,3,2,0,2,90
0,2017-05-06,2,5,2,0,2,716
0,2017-05-06,1,5,2,0,2,716
0,2017-05-07,1,2,2,1,2,199
0,2017-05-11,1,2,2,0,2,199
0,2017-05-10,1,5,2,0,2,99
0,2017-05-06,2,5,2,0,2,108
0,2017-05-13,2,3,2,0,2,69
0,2017-05-06,2,3,2,0,2,498
0,2017-05-12,2,4,2,0,2,227
0,2017-05-08,2,3,2,0,2,82
0,2017-05-08,1,1,2,0,2,399
0,2017-05-10,1,3,2,0,2,20
0,2017-05-13,1,2,2,0,2,588
1,2017-05-13,1,5,2,0,2,588
0,2017-05-12,1,2,2,0,2,198
0,2017-05-10,1,5,2,0,2,79.8
0,2017-05-07,2,2,2,0,2,38
0,2017-05-06,2,5,2,0,2,129
0,2017-05-12,2,4,2,0,2,129
0,2017-05-12,2,5,2,0,2,129
0,2017-05-06,2,5,2,0,2,129
0,2017-05-08,2,5,2,0,2,129
0,2017-05-11,2,5,2,0,2,129
0,2017-05-10,2,3,2,0,2,198
0,2017-05-08,2,3,2,0,2,198
0,2017-05-13,2,5,2,0,2,885
0,2017-05-11,1,4,2,0,2,198
0,2017-05-10,2,3,2,0,2,198
0,2017-05-08,1,3,2,0,2,100
0,2017-05-07,1,5,2,0,2,366
0,2017-05-11,2,2,2,0,2,868
0,2017-05-06,1,5,2,0,2,298
0,2017-05-08,2,4,2,0,2,40
0,2017-05-06,2,3,2,0,2,168
0,2017-05-06,1,3,2,0,2,32
0,2017-05-09,1,3,2,0,2,32
0,2017-05-13,2,5,2,0,2,99
0,2017-05-13,1,3,2,0,2,168
0,2017-05-06,2,4,2,0,2,598
0,2017-05-06,2,5,2,0,2,32
0,2017-05-08,2,3,2,0,2,52.6
0,2017-05-13,1,3,2,0,2,218
0,2017-05-10,2,4,2,0,2,30
0,2017-05-11,2,4,2,0,2,36
0,2017-05-08,2,5,2,0,2,499
0,2017-05-05,2,3,2,0,2,65
0,2017-05-07,2,2,2,0,2,58
0,2017-05-13,1,4,2,0,2,560
0,2017-05-06,2,3,2,0,2,33
1,2017-05-09,1,4,2,0,2,68
0,2017-05-13,1,5,2,0,2,44
0,2017-05-07,1,3,2,0,2,1150
0,2017-05-12,1,3,2,0,2,78
0,2017-05-08,1,4,2,0,2,78
0,2017-05-07,2,2,2,0,2,498
0,2017-05-11,1,4,2,0,2,48
0,2017-05-10,2,5,2,0,2,199
0,2017-05-13,2,3,2,0,2,69
1,2017-05-12,1,4,2,0,2,138
0,2017-05-09,1,4,2,0,2,238
0,2017-05-08,1,4,2,0,2,792
0,2017-05-11,1,5,2,0,2,799
0,2017-05-08,1,4,2,0,2,799
0,2017-05-11,1,2,2,0,2,799
0,2017-05-08,1,3,2,0,2,799
0,2017-05-10,1,5,2,0,2,799
0,2017-05-10,2,6,2,0,2,848
0,2017-05-12,2,5,2,0,2,429
0,2017-05-08,1,3,2,0,2,429
0,2017-05-12,2,3,2,0,2,429
0,2017-05-09,1,4,2,0,2,726
0,2017-05-07,1,3,2,0,2,1200
0,2017-05-08,1,3,2,0,2,198
0,2017-05-13,2,3,2,0,2,39.8
0,2017-05-09,2,5,2,0,2,96
1,2017-05-06,2,5,2,0,2,96
0,2017-05-06,2,4,2,0,2,716
0,2017-05-06,2,5,2,0,2,288
0,2017-05-07,2,6,2,0,2,288
0,2017-05-06,2,4,2,0,2,56
0,2017-05-10,1,4,2,0,2,56
0,2017-05-13,1,6,2,0,2,390
0,2017-05-13,2,1,2,0,2,820
0,2017-05-11,2,6,2,0,2,500
0,2017-05-09,1,6,2,0,2,500
0,2017-05-10,2,4,2,0,2,245
0,2017-05-10,1,4,2,0,2,85
0,2017-05-09,1,2,2,0,2,85
1,2017-05-09,1,2,2,0,2,85
0,2017-05-06,1,4,2,0,2,85
0,2017-05-05,1,2,2,0,2,229
0,2017-05-12,1,3,2,1,2,229
0,2017-05-10,1,5,2,0,2,166
0,2017-05-06,1,4,2,0,2,118
0,2017-05-12,1,1,2,0,2,135
0,2017-05-11,2,5,2,0,2,90
0,2017-05-06,2,4,2,0,2,90
0,2017-05-08,2,6,2,0,2,90
0,2017-05-12,1,3,2,0,2,90
0,2017-05-07,1,3,2,0,2,90
0,2017-05-08,1,3,2,0,2,90
0,2017-05-07,2,5,2,0,2,90
0,2017-05-13,2,6,2,0,2,90
0,2017-05-12,2,5,2,0,2,90
0,2017-05-07,2,5,2,0,2,159
0,2017-05-12,1,5,2,0,2,159
0,2017-05-12,2,5,2,0,2,159
0,2017-05-09,1,5,2,0,2,988
0,2017-05-13,1,5,2,0,2,198
0,2017-05-13,1,5,2,0,2,198
1,2017-05-12,2,4,2,0,2,198
0,2017-05-11,1,5,2,0,2,198
0,2017-05-10,1,1,2,0,2,198
0,2017-05-07,2,2,2,0,2,588
0,2017-05-10,1,3,2,0,2,58
0,2017-05-06,1,4,2,0,2,456
0,2017-05-10,1,3,2,0,2,28
0,2017-05-06,1,2,2,1,2,298
0,2017-05-08,1,2,2,1,2,298
0,2017-05-09,1,2,2,0,2,96.44
0,2017-05-13,2,3,2,0,2,96.44
0,2017-05-06,1,4,2,0,2,499
0,2017-05-12,1,4,2,0,2,28
0,2017-05-10,2,3,2,0,2,889
0,2017-05-10,1,4,2,0,2,889
0,2017-05-08,2,2,2,1,2,149
0,2017-05-10,2,4,2,0,2,219
0,2017-05-10,2,3,2,0,2,219
0,2017-05-08,2,3,2,0,2,1140
0,2017-05-10,2,5,2,0,2,220
0,2017-05-13,1,2,2,0,2,699
0,2017-05-07,2,5,2,0,2,168.1
0,2017-05-08,1,1,2,0,2,668
0,2017-05-08,1,4,2,0,2,298
0,2017-05-07,1,4,2,0,2,298
0,2017-05-06,1,4,2,0,2,298
0,2017-05-09,1,4,2,0,2,298
0,2017-05-07,2,3,2,0,2,298
0,2017-05-10,1,5,2,0,2,298
0,2017-05-08,1,5,2,0,2,298
0,2017-05-11,1,5,2,0,2,298
0,2017-05-12,1,6,2,0,2,298
0,2017-05-06,1,5,2,0,2,298
0,2017-05-11,1,4,2,0,2,298
0,2017-05-11,1,1,2,0,2,298
0,2017-05-13,1,5,2,0,2,298
0,2017-05-12,1,3,2,0,2,298
0,2017-05-13,1,5,2,0,2,298
0,2017-05-09,1,3,2,0,2,298
0,2017-05-08,1,3,2,0,2,298
0,2017-05-10,1,3,2,0,2,298
0,2017-05-06,1,3,2,0,2,298
0,2017-05-13,1,5,2,0,2,298
0,2017-05-13,1,4,2,0,2,298
0,2017-05-13,1,2,2,0,2,298
0,2017-05-08,2,5,2,0,2,44.4
0,2017-05-11,1,5,2,0,2,299
0,2017-05-07,1,5,2,0,2,299
1,2017-05-07,2,4,2,0,2,390
0,2017-05-09,2,3,2,0,2,1136
0,2017-05-10,1,4,2,0,2,196
0,2017-05-08,1,5,2,0,2,196
0,2017-05-12,2,4,2,0,2,1088
0,2017-05-11,1,3,2,0,2,288
0,2017-05-07,2,4,2,0,2,79
0,2017-05-06,1,3,2,0,2,53
0,2017-05-07,1,3,2,0,2,199
0,2017-05-12,1,5,2,0,2,199
0,2017-05-12,2,5,2,0,2,199
1,2017-05-08,1,2,2,0,2,199
0,2017-05-11,1,1,2,0,2,259
0,2017-05-07,1,5,2,0,2,259
0,2017-05-07,1,4,2,0,2,259
0,2017-05-13,1,5,2,0,2,24
0,2017-05-12,2,3,2,0,2,918
0,2017-05-09,2,3,2,0,2,918
0,2017-05-06,2,3,2,0,2,918
0,2017-05-06,1,3,2,0,2,918
0,2017-05-09,2,2,2,0,2,918
0,2017-05-06,2,4,2,0,2,918
0,2017-05-13,2,4,2,0,2,918
0,2017-05-07,1,5,2,0,2,720
0,2017-05-10,2,2,2,0,2,1178
0,2017-05-12,2,3,2,0,2,588
0,2017-05-10,2,3,2,0,2,588
0,2017-05-13,1,5,2,0,2,128
0,2017-05-12,1,2,2,0,2,128
0,2017-05-12,1,2,2,0,2,128
0,2017-05-11,1,5,2,0,2,128
0,2017-05-10,1,4,2,0,2,158
0,2017-05-06,1,6,2,0,2,49
0,2017-05-12,1,3,2,0,2,81
0,2017-05-12,2,4,2,0,2,81
0,2017-05-10,1,2,2,0,2,60
0,2017-05-09,1,2,2,0,2,60
0,2017-05-06,1,3,2,0,2,138
0,2017-05-10,1,6,2,0,2,138
0,2017-05-07,2,3,2,0,2,780
0,2017-05-06,2,6,2,0,2,458
0,2017-05-11,1,2,2,0,2,297.14
0,2017-05-12,2,6,2,0,2,196
0,2017-05-05,2,4,2,0,2,398
0,2017-05-09,2,2,2,0,2,688
0,2017-05-12,1,4,2,0,2,220
0,2017-05-12,1,4,2,0,2,268
0,2017-05-10,1,5,2,0,2,268
0,2017-05-09,1,2,2,0,2,488
0,2017-05-12,1,2,2,0,2,488
0,2017-05-13,1,4,2,0,2,98
0,2017-05-06,1,2,2,0,2,1280
1,2017-05-08,1,5,2,0,2,161
0,2017-05-09,1,5,2,0,2,399
0,2017-05-06,2,2,2,0,2,1170
0,2017-05-06,2,4,2,0,2,1170
0,2017-05-09,2,5,2,0,2,128
0,2017-05-10,1,4,2,0,2,532
0,2017-05-09,2,5,2,0,2,532
0,2017-05-07,1,2,2,0,2,532
0,2017-05-11,2,5,2,0,2,68
0,2017-05-10,1,5,2,0,2,359
0,2017-05-12,1,4,2,0,2,359
0,2017-05-07,1,2,2,0,2,359
0,2017-05-12,1,2,2,0,2,359
0,2017-05-12,1,3,2,0,2,359
1,2017-05-07,1,5,2,0,2,359
0,2017-05-11,1,1,2,0,2,359
0,2017-05-11,1,1,2,0,2,359
0,2017-05-05,1,5,2,0,2,359
0,2017-05-07,1,4,2,0,2,359
0,2017-05-09,1,3,2,0,2,359
0,2017-05-11,1,4,2,0,2,299
0,2017-05-08,1,4,2,0,2,299
0,2017-05-10,1,4,2,0,2,750
0,2017-05-13,1,5,2,0,2,296
0,2017-05-11,2,4,2,0,2,68
0,2017-05-06,1,3,2,0,2,498
0,2017-05-09,2,4,2,0,2,28.8
0,2017-05-11,2,4,2,0,2,28.8
0,2017-05-07,1,5,2,0,2,28.8
0,2017-05-10,1,2,2,1,2,259
0,2017-05-06,1,5,2,0,2,125
0,2017-05-12,2,4,2,0,2,100
0,2017-05-13,1,3,2,0,2,26.9
0,2017-05-10,2,6,2,0,2,499
0,2017-05-08,2,6,2,0,2,248
0,2017-05-13,1,3,2,0,2,768
0,2017-05-08,1,2,2,0,2,608
0,2017-05-08,2,2,2,0,2,258
0,2017-05-13,2,5,2,0,2,398
0,2017-05-13,1,3,2,0,2,29.9
0,2017-05-13,2,5,2,0,2,638
1,2017-05-13,2,5,2,0,2,255
0,2017-05-10,2,3,2,0,2,255
0,2017-05-13,2,3,2,0,2,118
0,2017-05-11,2,3,2,0,2,118
0,2017-05-08,1,3,2,0,2,118
0,2017-05-09,2,4,2,0,2,128
0,2017-05-07,1,4,2,0,2,688
0,2017-05-11,2,2,2,1,2,680
0,2017-05-07,2,4,2,0,2,378
0,2017-05-07,1,5,2,0,2,108
0,2017-05-10,1,3,2,0,2,200
0,2017-05-08,1,4,2,0,2,298
0,2017-05-09,1,3,2,1,2,298
0,2017-05-06,2,3,2,0,2,316
0,2017-05-08,2,4,2,0,2,316
0,2017-05-11,2,3,2,0,2,316
0,2017-05-13,1,3,2,0,2,316
0,2017-05-07,1,3,2,0,2,316
0,2017-05-09,1,4,2,0,2,719
0,2017-05-05,2,4,2,0,2,289
0,2017-05-07,2,4,2,0,2,289
0,2017-05-10,2,3,2,0,2,105
0,2017-05-09,1,5,2,0,2,238
0,2017-05-07,2,4,2,0,2,297
0,2017-05-07,1,4,2,0,2,297
0,2017-05-06,1,2,2,0,2,26
0,2017-05-08,2,5,2,0,2,758
0,2017-05-06,1,2,2,1,2,238
0,2017-05-06,2,5,2,0,2,119
0,2017-05-06,1,3,2,0,2,178
0,2017-05-11,1,3,2,0,2,699
0,2017-05-13,1,5,2,0,2,698
0,2017-05-10,2,0,2,0,2,996
0,2017-05-13,2,3,2,0,2,32
0,2017-05-07,1,4,2,0,2,410
0,2017-05-11,1,4,2,0,2,410
0,2017-05-06,2,4,2,0,2,188
0,2017-05-12,1,5,2,0,2,185
0,2017-05-06,1,3,2,0,2,399
0,2017-05-13,1,2,2,0,2,399
0,2017-05-10,1,4,2,0,2,258
0,2017-05-07,2,4,2,0,2,259
0,2017-05-06,1,5,2,0,2,488
0,2017-05-10,2,3,2,0,2,115
0,2017-05-07,1,5,2,0,2,399
0,2017-05-11,2,4,2,0,2,29
0,2017-05-06,2,6,2,0,2,299
0,2017-05-08,2,4,2,0,2,299
0,2017-05-07,2,4,2,0,2,299
1,2017-05-08,2,5,2,0,2,38
0,2017-05-08,2,2,2,1,2,439
0,2017-05-11,2,4,2,0,2,996
0,2017-05-06,1,3,2,0,2,138
0,2017-05-13,1,3,2,0,2,138
0,2017-05-10,2,2,2,0,2,538
0,2017-05-08,1,3,2,0,2,428
0,2017-05-13,2,4,2,0,2,998
0,2017-05-12,1,5,2,0,2,82
0,2017-05-06,2,4,2,0,2,598
0,2017-05-10,1,3,2,0,2,196
0,2017-05-06,1,3,2,0,2,196
0,2017-05-05,2,5,2,0,2,429
0,2017-05-08,2,4,2,0,2,29.8
0,2017-05-06,2,4,2,0,2,29.8
0,2017-05-12,1,5,2,0,2,36
0,2017-05-09,1,5,2,0,2,89
1,2017-05-08,2,4,2,0,2,686
0,2017-05-11,1,3,2,0,2,59
0,2017-05-13,1,3,2,0,2,59
0,2017-05-09,1,3,2,0,2,59
0,2017-05-13,1,4,2,0,2,198
0,2017-05-09,2,2,2,1,2,98
0,2017-05-10,2,3,2,0,2,345
0,2017-05-08,2,3,2,0,2,120
0,2017-05-06,1,4,2,0,2,58
0,2017-05-09,1,3,2,0,2,58
0,2017-05-12,2,2,2,0,2,58
0,2017-05-06,1,3,2,0,2,58
0,2017-05-09,1,3,2,0,2,58
0,2017-05-08,1,2,2,1,2,58
0,2017-05-08,2,3,2,0,2,58
0,2017-05-06,1,2,2,0,2,58
0,2017-05-07,1,2,2,1,2,58
0,2017-05-07,1,2,2,1,2,58
0,2017-05-09,1,5,2,0,2,58
0,2017-05-09,1,1,2,0,2,58
0,2017-05-07,1,5,2,0,2,1198
0,2017-05-06,2,3,2,0,2,235
0,2017-05-11,2,3,2,0,2,235
0,2017-05-07,1,4,2,0,2,458
0,2017-05-10,2,5,2,0,2,98
0,2017-05-08,2,5,2,0,2,98
0,2017-05-08,1,3,2,0,2,98
0,2017-05-11,2,4,2,0,2,98
0,2017-05-11,2,3,2,0,2,98
0,2017-05-06,1,3,2,0,2,98
0,2017-05-09,2,4,2,0,2,98
0,2017-05-11,1,3,2,0,2,98
0,2017-05-06,2,4,2,0,2,98
0,2017-05-07,2,3,2,0,2,328
0,2017-05-08,1,6,2,0,2,1156
0,2017-05-10,2,3,2,0,2,198
0,2017-05-07,2,2,2,0,2,198
0,2017-05-05,1,4,2,0,2,739
0,2017-05-12,1,5,2,0,2,68
0,2017-05-06,2,5,2,0,2,88
0,2017-05-07,2,4,2,0,2,40
0,2017-05-11,2,4,2,0,2,40
0,2017-05-05,1,3,2,0,2,328
0,2017-05-11,1,2,2,0,2,70.9
0,2017-05-07,1,3,2,0,2,96.66
0,2017-05-13,2,6,2,0,2,25
0,2017-05-13,1,4,2,0,2,37.6
0,2017-05-12,2,4,2,0,2,47
0,2017-05-10,2,5,2,0,2,328
0,2017-05-06,1,2,2,0,2,629
0,2017-05-08,2,5,2,0,2,198
0,2017-05-09,1,3,2,0,2,1160
0,2017-05-11,1,5,2,0,2,399
0,2017-05-09,2,4,2,0,2,760
0,2017-05-13,1,4,2,0,2,27
0,2017-05-13,2,3,2,0,2,299
0,2017-05-05,2,4,2,0,2,48
0,2017-05-09,2,3,2,0,2,520
0,2017-05-09,2,4,2,0,2,520
0,2017-05-10,2,5,2,0,2,30
0,2017-05-07,2,2,2,0,2,28.7
0,2017-05-07,1,4,2,0,2,398
1,2017-05-09,1,6,2,0,2,50
0,2017-05-08,2,3,2,0,2,318.18
0,2017-05-07,1,3,2,0,2,112
0,2017-05-09,2,5,2,0,2,96
0,2017-05-11,2,5,2,0,2,96
0,2017-05-09,2,4,2,0,2,68
0,2017-05-09,1,5,2,0,2,113
0,2017-05-12,1,5,2,0,2,298
0,2017-05-13,1,1,2,0,2,30
0,2017-05-10,1,2,2,1,2,299
0,2017-05-08,1,2,2,0,2,299
0,2017-05-07,1,5,2,0,2,260
0,2017-05-06,1,4,2,0,2,255
0,2017-05-09,2,2,2,0,2,417
0,2017-05-06,2,2,2,0,2,417
0,2017-05-09,2,2,2,0,2,417
0,2017-05-09,2,2,2,0,2,417
0,2017-05-09,1,4,2,0,2,71.28
1,2017-05-09,2,5,2,0,2,108
0,2017-05-12,1,5,2,0,2,198
0,2017-05-07,2,3,2,0,2,198
0,2017-05-09,2,2,2,0,2,198
0,2017-05-07,2,5,2,0,2,498
1,2017-05-11,2,5,2,0,2,568
0,2017-05-11,1,3,2,0,2,275.9
0,2017-05-06,1,3,2,0,2,88
0,2017-05-10,1,3,2,0,2,88
0,2017-05-08,1,3,2,0,2,88
0,2017-05-09,1,4,2,0,2,88
0,2017-05-08,1,3,2,0,2,88
0,2017-05-08,1,4,2,0,2,88
0,2017-05-10,1,5,2,0,2,88
0,2017-05-13,2,4,2,0,2,88
0,2017-05-08,1,5,2,0,2,88
0,2017-05-10,1,5,2,0,2,88
0,2017-05-11,2,4,2,0,2,88
0,2017-05-12,1,3,2,0,2,88
0,2017-05-08,1,4,2,0,2,88
0,2017-05-06,1,5,2,0,2,88
0,2017-05-08,1,2,2,0,2,88
0,2017-05-10,1,4,2,0,2,88
0,2017-05-10,1,5,2,0,2,88
0,2017-05-08,1,5,2,0,2,88
0,2017-05-12,1,5,2,0,2,88
0,2017-05-13,1,5,2,0,2,88
0,2017-05-12,1,4,2,0,2,88
0,2017-05-12,1,2,2,0,2,88
0,2017-05-10,1,3,2,0,2,88
0,2017-05-09,1,5,2,0,2,88
0,2017-05-10,1,5,2,0,2,88
0,2017-05-10,2,4,2,0,2,88
1,2017-05-08,2,4,2,0,2,88
0,2017-05-13,1,5,2,0,2,88
0,2017-05-10,1,5,2,0,2,88
0,2017-05-08,1,3,2,0,2,79
0,2017-05-10,1,3,2,0,2,79
0,2017-05-08,2,1,2,0,2,79
0,2017-05-07,1,3,2,0,2,59
0,2017-05-09,2,3,2,0,2,236
0,2017-05-06,2,3,2,0,2,236
0,2017-05-10,2,3,2,0,2,236
0,2017-05-06,2,2,2,0,2,258
0,2017-05-09,1,4,2,0,2,398
0,2017-05-12,1,4,2,0,2,398
0,2017-05-06,2,5,2,0,2,398
0,2017-05-06,2,2,2,0,2,208
0,2017-05-13,1,4,2,0,2,398
0,2017-05-08,1,5,2,0,2,376
0,2017-05-05,2,5,2,0,2,216
0,2017-05-11,2,5,2,0,2,216
0,2017-05-07,1,2,2,0,2,60
0,2017-05-13,1,2,2,0,2,128
0,2017-05-12,1,1,2,0,2,128
0,2017-05-06,1,3,2,0,2,980
0,2017-05-09,1,2,2,0,2,198
0,2017-05-12,1,3,2,0,2,198
0,2017-05-07,2,4,2,0,2,288
0,2017-05-07,2,5,2,0,2,168
0,2017-05-06,1,4,2,0,2,78
0,2017-05-06,1,5,2,0,2,78
1,2017-05-09,1,5,2,0,2,98
0,2017-05-11,2,4,2,0,2,98
0,2017-05-11,2,3,2,0,2,299
